,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ÀüÃ¼,8.7,8.7,9.3,8.6,8.2,7.3,7.4,7.6,7.3,8.3,9.4,9.5,10.8,12.9,13.2,18.6,15.1,13.7,14.6,18,22.7,23.9,24.8,22,24.9,26,31,31.2,31.7,28.1,28.5,27.3,26.5,25.6,24.3,26.6,26.9
